"period_label","period_hour","time_offset_sec","serving_bs_id","users_present","active_poi"
"night",2,18,"BS_6",25,1
"night",2,18,"BS_9",22,1
"night",2,19,"BS_1",17,1
"night",2,19,"BS_10",18,1
"night",2,19,"BS_11",3,1
"night",2,19,"BS_4",7,1
"night",2,19,"BS_5",10,1
"night",2,19,"BS_6",24,1
"night",2,19,"BS_9",21,1
"night",2,20,"BS_1",18,1
"night",2,20,"BS_10",18,1
"night",2,20,"BS_11",4,1
"night",2,20,"BS_4",8,1
"night",2,20,"BS_5",10,1
"night",2,20,"BS_6",22,1
"night",2,20,"BS_9",20,1
"night",2,21,"BS_1",18,1
"night",2,21,"BS_10",17,1
"night",2,21,"BS_11",4,1
"night",2,21,"BS_4",8,1
"night",2,21,"BS_5",9,1
"night",2,21,"BS_6",22,1
"night",2,21,"BS_9",22,1
"night",2,22,"BS_1",18,1
"night",2,22,"BS_10",16,1
"night",2,22,"BS_11",3,1
"night",2,22,"BS_4",8,1
"night",2,22,"BS_5",11,1
"night",2,22,"BS_6",23,1
"night",2,22,"BS_9",21,1
"night",2,23,"BS_1",22,1
"night",2,23,"BS_10",15,1
"night",2,23,"BS_11",4,1
"night",2,23,"BS_4",8,1
"night",2,23,"BS_5",10,1
"night",2,23,"BS_6",21,1
"night",2,23,"BS_9",20,1
"night",2,24,"BS_1",22,1
"night",2,24,"BS_10",16,1
"night",2,24,"BS_11",4,1
"night",2,24,"BS_4",8,1
"night",2,24,"BS_5",10,1
"night",2,24,"BS_6",21,1
"night",2,24,"BS_9",19,1
"night",2,25,"BS_1",22,1
"night",2,25,"BS_10",18,1
"night",2,25,"BS_11",4,1
"night",2,25,"BS_4",7,1
"night",2,25,"BS_5",9,1
"night",2,25,"BS_6",20,1
"night",2,25,"BS_9",20,1
"night",2,26,"BS_1",22,1
"night",2,26,"BS_10",17,1
"night",2,26,"BS_11",5,1
"night",2,26,"BS_4",6,1
"night",2,26,"BS_5",10,1
"night",2,26,"BS_6",21,1
"night",2,26,"BS_9",19,1
"night",2,27,"BS_1",21,1
"night",2,27,"BS_10",18,1
"night",2,27,"BS_11",5,1
"night",2,27,"BS_4",6,1
"night",2,27,"BS_5",10,1
"night",2,27,"BS_6",20,1
"night",2,27,"BS_9",20,1
"night",2,28,"BS_1",20,1
"night",2,28,"BS_10",17,1
"night",2,28,"BS_11",6,1
"night",2,28,"BS_4",6,1
"night",2,28,"BS_5",10,1
"night",2,28,"BS_6",22,1
"night",2,28,"BS_9",19,1
"night",2,29,"BS_1",19,1
"night",2,29,"BS_10",20,1
"night",2,29,"BS_11",6,1
"night",2,29,"BS_4",7,1
"night",2,29,"BS_5",8,1
"night",2,29,"BS_6",21,1
"night",2,29,"BS_9",19,1
"night",2,30,"BS_1",23,1
"night",2,30,"BS_10",20,1
"night",2,30,"BS_11",6,1
"night",2,30,"BS_4",7,1
"night",2,30,"BS_5",7,1
"night",2,30,"BS_6",19,1
"night",2,30,"BS_9",18,1
"night",2,31,"BS_1",23,1
"night",2,31,"BS_10",21,1
"night",2,31,"BS_11",6,1
"night",2,31,"BS_4",7,1
"night",2,31,"BS_5",7,1
"night",2,31,"BS_6",19,1
"night",2,31,"BS_9",17,1
"night",2,32,"BS_1",23,1
"night",2,32,"BS_10",21,1
"night",2,32,"BS_11",6,1
"night",2,32,"BS_4",7,1
"night",2,32,"BS_5",8,1
"night",2,32,"BS_6",19,1
"night",2,32,"BS_9",16,1
"night",2,33,"BS_1",20,1
"night",2,33,"BS_10",21,1
"night",2,33,"BS_11",6,1
"night",2,33,"BS_4",7,1
"night",2,33,"BS_5",9,1
"night",2,33,"BS_6",20,1
"night",2,33,"BS_9",17,1
"night",2,34,"BS_1",18,1
"night",2,34,"BS_10",20,1
"night",2,34,"BS_11",6,1
"night",2,34,"BS_4",8,1
"night",2,34,"BS_5",9,1
"night",2,34,"BS_6",22,1
"night",2,34,"BS_9",17,1
"night",2,35,"BS_1",20,1
"night",2,35,"BS_10",20,1
"night",2,35,"BS_11",7,1
"night",2,35,"BS_4",7,1
"night",2,35,"BS_5",9,1
"night",2,35,"BS_6",22,1
"night",2,35,"BS_9",15,1
"night",2,36,"BS_1",19,1
"night",2,36,"BS_10",19,1
"night",2,36,"BS_11",8,1
"night",2,36,"BS_4",7,1
"night",2,36,"BS_5",8,1
"night",2,36,"BS_6",24,1
"night",2,36,"BS_9",15,1
"night",2,37,"BS_1",18,1
"night",2,37,"BS_10",18,1
"night",2,37,"BS_11",9,1
"night",2,37,"BS_4",8,1
"night",2,37,"BS_5",11,1
"night",2,37,"BS_6",23,1
"night",2,37,"BS_9",13,1
"night",2,38,"BS_1",19,1
"night",2,38,"BS_10",17,1
"night",2,38,"BS_11",8,1
"night",2,38,"BS_4",9,1
"night",2,38,"BS_5",10,1
"night",2,38,"BS_6",24,1
"night",2,38,"BS_9",13,1
"night",2,39,"BS_1",21,1
"night",2,39,"BS_10",18,1
"night",2,39,"BS_11",7,1
"night",2,39,"BS_4",10,1
"night",2,39,"BS_5",12,1
"night",2,39,"BS_6",21,1
"night",2,39,"BS_9",11,1
"night",2,40,"BS_1",22,1
"night",2,40,"BS_10",20,1
"night",2,40,"BS_11",6,1
"night",2,40,"BS_4",9,1
"night",2,40,"BS_5",11,1
"night",2,40,"BS_6",20,1
"night",2,40,"BS_9",12,1
"night",2,41,"BS_1",24,1
"night",2,41,"BS_10",21,1
"night",2,41,"BS_11",5,1
"night",2,41,"BS_4",9,1
"night",2,41,"BS_5",10,1
"night",2,41,"BS_6",21,1
"night",2,41,"BS_9",10,1
"night",2,42,"BS_1",21,1
"night",2,42,"BS_10",21,1
"night",2,42,"BS_11",7,1
"night",2,42,"BS_4",8,1
"night",2,42,"BS_5",11,1
"night",2,42,"BS_6",21,1
"night",2,42,"BS_9",11,1
"night",2,43,"BS_1",20,1
"night",2,43,"BS_10",22,1
"night",2,43,"BS_11",7,1
"night",2,43,"BS_4",7,1
"night",2,43,"BS_5",11,1
"night",2,43,"BS_6",21,1
"night",2,43,"BS_9",12,1
"night",2,44,"BS_1",20,1
"night",2,44,"BS_10",22,1
"night",2,44,"BS_11",6,1
"night",2,44,"BS_4",7,1
"night",2,44,"BS_5",11,1
"night",2,44,"BS_6",20,1
"night",2,44,"BS_9",14,1
"night",2,45,"BS_1",20,1
"night",2,45,"BS_10",22,1
"night",2,45,"BS_11",5,1
"night",2,45,"BS_4",8,1
"night",2,45,"BS_5",11,1
"night",2,45,"BS_6",20,1
"night",2,45,"BS_9",14,1
"night",2,46,"BS_1",19,1
"night",2,46,"BS_10",21,1
"night",2,46,"BS_11",5,1
"night",2,46,"BS_4",10,1
"night",2,46,"BS_5",12,1
"night",2,46,"BS_6",18,1
"night",2,46,"BS_9",15,1
"night",2,47,"BS_1",19,1
"night",2,47,"BS_10",20,1
"night",2,47,"BS_11",5,1
"night",2,47,"BS_4",9,1
"night",2,47,"BS_5",13,1
"night",2,47,"BS_6",18,1
"night",2,47,"BS_9",16,1
"night",2,48,"BS_1",17,1
"night",2,48,"BS_10",18,1
"night",2,48,"BS_11",6,1
"night",2,48,"BS_4",10,1
"night",2,48,"BS_5",13,1
"night",2,48,"BS_6",20,1
"night",2,48,"BS_9",16,1
"night",2,49,"BS_1",18,1
"night",2,49,"BS_10",20,1
"night",2,49,"BS_11",6,1
"night",2,49,"BS_4",8,1
"night",2,49,"BS_5",13,1
"night",2,49,"BS_6",19,1
"night",2,49,"BS_9",16,1
"night",2,50,"BS_1",17,1
"night",2,50,"BS_10",20,1
"night",2,50,"BS_11",6,1
"night",2,50,"BS_4",8,1
"night",2,50,"BS_5",14,1
"night",2,50,"BS_6",20,1
"night",2,50,"BS_9",15,1
"night",2,51,"BS_1",17,1
"night",2,51,"BS_10",21,1
"night",2,51,"BS_11",6,1
"night",2,51,"BS_4",7,1
"night",2,51,"BS_5",12,1
"night",2,51,"BS_6",21,1
"night",2,51,"BS_9",16,1
"night",2,52,"BS_1",16,1
"night",2,52,"BS_10",23,1
"night",2,52,"BS_11",6,1
"night",2,52,"BS_4",6,1
"night",2,52,"BS_5",12,1
"night",2,52,"BS_6",21,1
"night",2,52,"BS_9",16,1
"night",2,53,"BS_1",16,1
"night",2,53,"BS_10",22,1
"night",2,53,"BS_11",5,1
"night",2,53,"BS_4",5,1
"night",2,53,"BS_5",13,1
"night",2,53,"BS_6",23,1
"night",2,53,"BS_9",16,1
"night",2,54,"BS_1",16,1
"night",2,54,"BS_10",21,1
"night",2,54,"BS_11",6,1
"night",2,54,"BS_4",5,1
"night",2,54,"BS_5",14,1
"night",2,54,"BS_6",23,1
"night",2,54,"BS_9",15,1
"night",2,55,"BS_1",16,1
"night",2,55,"BS_10",21,1
"night",2,55,"BS_11",5,1
"night",2,55,"BS_4",6,1
"night",2,55,"BS_5",14,1
"night",2,55,"BS_6",24,1
"night",2,55,"BS_9",14,1
"night",2,56,"BS_1",15,1
"night",2,56,"BS_10",19,1
"night",2,56,"BS_11",4,1
"night",2,56,"BS_4",9,1
"night",2,56,"BS_5",11,1
"night",2,56,"BS_6",24,1
"night",2,56,"BS_9",18,1
"night",2,57,"BS_1",15,1
"night",2,57,"BS_10",20,1
"night",2,57,"BS_11",4,1
"night",2,57,"BS_4",9,1
"night",2,57,"BS_5",11,1
"night",2,57,"BS_6",23,1
"night",2,57,"BS_9",18,1
"night",2,58,"BS_1",16,1
"night",2,58,"BS_10",19,1
"night",2,58,"BS_11",5,1
"night",2,58,"BS_4",8,1
"night",2,58,"BS_5",12,1
"night",2,58,"BS_6",23,1
"night",2,58,"BS_9",17,1
"night",2,59,"BS_1",15,1
"night",2,59,"BS_10",18,1
"night",2,59,"BS_11",5,1
"night",2,59,"BS_4",9,1
"night",2,59,"BS_5",11,1
"night",2,59,"BS_6",25,1
"night",2,59,"BS_9",17,1
"night",2,60,"BS_1",17,1
"night",2,60,"BS_10",18,1
"night",2,60,"BS_11",5,1
"night",2,60,"BS_4",9,1
"night",2,60,"BS_5",9,1
"night",2,60,"BS_6",25,1
"night",2,60,"BS_9",17,1
"night",2,61,"BS_1",18,1
"night",2,61,"BS_10",19,1
"night",2,61,"BS_11",4,1
"night",2,61,"BS_4",9,1
"night",2,61,"BS_5",10,1
"night",2,61,"BS_6",22,1
"night",2,61,"BS_9",18,1
"night",2,62,"BS_1",19,1
"night",2,62,"BS_10",18,1
"night",2,62,"BS_11",4,1
"night",2,62,"BS_4",9,1
"night",2,62,"BS_5",10,1
"night",2,62,"BS_6",22,1
"night",2,62,"BS_9",18,1
"night",2,63,"BS_1",18,1
"night",2,63,"BS_10",19,1
"night",2,63,"BS_11",3,1
"night",2,63,"BS_4",8,1
"night",2,63,"BS_5",10,1
"night",2,63,"BS_6",23,1
"night",2,63,"BS_9",19,1
"night",2,64,"BS_1",20,1
"night",2,64,"BS_10",20,1
"night",2,64,"BS_11",2,1
"night",2,64,"BS_4",8,1
"night",2,64,"BS_5",10,1
"night",2,64,"BS_6",21,1
"night",2,64,"BS_9",19,1
"night",2,65,"BS_1",18,1
"night",2,65,"BS_10",21,1
"night",2,65,"BS_11",6,1
"night",2,65,"BS_4",6,1
"night",2,65,"BS_5",10,1
"night",2,65,"BS_6",19,1
"night",2,65,"BS_9",20,1
"night",2,66,"BS_1",16,1
"night",2,66,"BS_10",21,1
"night",2,66,"BS_11",6,1
"night",2,66,"BS_4",8,1
"night",2,66,"BS_5",10,1
"night",2,66,"BS_6",19,1
"night",2,66,"BS_9",20,1
"night",2,67,"BS_1",16,1
"night",2,67,"BS_10",19,1
"night",2,67,"BS_11",6,1
"night",2,67,"BS_4",9,1
"night",2,67,"BS_5",11,1
"night",2,67,"BS_6",20,1
"night",2,67,"BS_9",19,1
"night",2,68,"BS_1",17,1
"night",2,68,"BS_10",20,1
"night",2,68,"BS_11",6,1
"night",2,68,"BS_4",8,1
"night",2,68,"BS_5",9,1
"night",2,68,"BS_6",22,1
"night",2,68,"BS_9",18,1
"night",2,69,"BS_1",18,1
"night",2,69,"BS_10",18,1
"night",2,69,"BS_11",6,1
"night",2,69,"BS_4",8,1
"night",2,69,"BS_5",9,1
"night",2,69,"BS_6",22,1
"night",2,69,"BS_9",19,1
"night",2,70,"BS_1",19,1
"night",2,70,"BS_10",18,1
"night",2,70,"BS_11",6,1
"night",2,70,"BS_4",6,1
"night",2,70,"BS_5",8,1
"night",2,70,"BS_6",24,1
"night",2,70,"BS_9",19,1
"night",2,71,"BS_1",21,1
"night",2,71,"BS_10",19,1
"night",2,71,"BS_11",6,1
"night",2,71,"BS_4",6,1
"night",2,71,"BS_5",6,1
"night",2,71,"BS_6",23,1
"night",2,71,"BS_9",19,1
"night",2,72,"BS_1",22,1
"night",2,72,"BS_10",18,1
"night",2,72,"BS_11",7,1
"night",2,72,"BS_4",5,1
"night",2,72,"BS_5",6,1
"night",2,72,"BS_6",23,1
"night",2,72,"BS_9",19,1
"night",2,73,"BS_1",24,1
"night",2,73,"BS_10",18,1
"night",2,73,"BS_11",7,1
"night",2,73,"BS_4",4,1
"night",2,73,"BS_5",6,1
"night",2,73,"BS_6",23,1
"night",2,73,"BS_9",18,1
"night",2,74,"BS_1",21,1
"night",2,74,"BS_10",20,1
"night",2,74,"BS_11",6,1
"night",2,74,"BS_4",4,1
"night",2,74,"BS_5",6,1
"night",2,74,"BS_6",26,1
"night",2,74,"BS_9",17,1
"night",2,75,"BS_1",21,1
"night",2,75,"BS_10",19,1
"night",2,75,"BS_11",9,1
"night",2,75,"BS_4",4,1
"night",2,75,"BS_5",5,1
"night",2,75,"BS_6",28,1
"night",2,75,"BS_9",14,1
"night",2,76,"BS_1",21,1
"night",2,76,"BS_10",18,1
"night",2,76,"BS_11",8,1
"night",2,76,"BS_4",4,1
"night",2,76,"BS_5",6,1
"night",2,76,"BS_6",28,1
"night",2,76,"BS_9",15,1
"night",2,77,"BS_1",20,1
"night",2,77,"BS_10",19,1
"night",2,77,"BS_11",8,1
"night",2,77,"BS_4",3,1
"night",2,77,"BS_5",6,1
"night",2,77,"BS_6",28,1
"night",2,77,"BS_9",16,1
"night",2,78,"BS_1",19,1
"night",2,78,"BS_10",18,1
"night",2,78,"BS_11",10,1
"night",2,78,"BS_4",3,1
"night",2,78,"BS_5",6,1
"night",2,78,"BS_6",27,1
"night",2,78,"BS_9",17,1
"night",2,79,"BS_1",19,1
"night",2,79,"BS_10",18,1
"night",2,79,"BS_11",9,1
"night",2,79,"BS_4",4,1
"night",2,79,"BS_5",7,1
"night",2,79,"BS_6",26,1
"night",2,79,"BS_9",17,1
"night",2,80,"BS_1",18,1
"night",2,80,"BS_10",17,1
"night",2,80,"BS_11",9,1
"night",2,80,"BS_4",5,1
"night",2,80,"BS_5",8,1
"night",2,80,"BS_6",27,1
"night",2,80,"BS_9",16,1
"night",2,81,"BS_1",18,1
"night",2,81,"BS_10",17,1
"night",2,81,"BS_11",9,1
"night",2,81,"BS_4",5,1
"night",2,81,"BS_5",7,1
"night",2,81,"BS_6",28,1
"night",2,81,"BS_9",16,1
"night",2,82,"BS_1",17,1
"night",2,82,"BS_10",18,1
"night",2,82,"BS_11",7,1
"night",2,82,"BS_4",6,1
"night",2,82,"BS_5",7,1
"night",2,82,"BS_6",28,1
"night",2,82,"BS_9",17,1
"night",2,83,"BS_1",17,1
"night",2,83,"BS_10",15,1
"night",2,83,"BS_11",7,1
"night",2,83,"BS_4",8,1
"night",2,83,"BS_5",8,1
"night",2,83,"BS_6",27,1
"night",2,83,"BS_9",18,1
"night",2,84,"BS_1",19,1
"night",2,84,"BS_10",14,1
"night",2,84,"BS_11",7,1
"night",2,84,"BS_4",8,1
"night",2,84,"BS_5",8,1
"night",2,84,"BS_6",26,1
"night",2,84,"BS_9",18,1
"night",2,85,"BS_1",19,1
"night",2,85,"BS_10",16,1
"night",2,85,"BS_11",7,1
"night",2,85,"BS_4",7,1
"night",2,85,"BS_5",9,1
"night",2,85,"BS_6",25,1
"night",2,85,"BS_9",17,1
"night",2,86,"BS_1",20,1
"night",2,86,"BS_10",16,1
"night",2,86,"BS_11",5,1
"night",2,86,"BS_4",9,1
"night",2,86,"BS_5",8,1
"night",2,86,"BS_6",22,1
"night",2,86,"BS_9",20,1
"night",2,87,"BS_1",19,1
"night",2,87,"BS_10",17,1
"night",2,87,"BS_11",5,1
"night",2,87,"BS_4",9,1
"night",2,87,"BS_5",8,1
"night",2,87,"BS_6",22,1
"night",2,87,"BS_9",20,1
"night",2,88,"BS_1",19,1
"night",2,88,"BS_10",18,1
"night",2,88,"BS_11",5,1
"night",2,88,"BS_4",9,1
"night",2,88,"BS_5",9,1
"night",2,88,"BS_6",20,1
"night",2,88,"BS_9",20,1
"night",2,89,"BS_1",17,1
"night",2,89,"BS_10",23,1
"night",2,89,"BS_11",6,1
"night",2,89,"BS_4",10,1
"night",2,89,"BS_5",9,1
"night",2,89,"BS_6",18,1
"night",2,89,"BS_9",17,1
"night",2,90,"BS_1",14,1
"night",2,90,"BS_10",26,1
"night",2,90,"BS_11",4,1
"night",2,90,"BS_4",9,1
"night",2,90,"BS_5",11,1
"night",2,90,"BS_6",20,1
"night",2,90,"BS_9",16,1
"night",2,91,"BS_1",14,1
"night",2,91,"BS_10",23,1
"night",2,91,"BS_11",4,1
"night",2,91,"BS_4",10,1
"night",2,91,"BS_5",11,1
"night",2,91,"BS_6",20,1
"night",2,91,"BS_9",18,1
"night",2,92,"BS_1",14,1
"night",2,92,"BS_10",23,1
"night",2,92,"BS_11",5,1
"night",2,92,"BS_4",9,1
"night",2,92,"BS_5",10,1
"night",2,92,"BS_6",20,1
"night",2,92,"BS_9",19,1
"night",2,93,"BS_1",15,1
"night",2,93,"BS_10",23,1
"night",2,93,"BS_11",6,1
"night",2,93,"BS_4",10,1
"night",2,93,"BS_5",9,1
"night",2,93,"BS_6",19,1
"night",2,93,"BS_9",18,1
"night",2,94,"BS_1",14,1
"night",2,94,"BS_10",23,1
"night",2,94,"BS_11",6,1
"night",2,94,"BS_4",10,1
"night",2,94,"BS_5",9,1
"night",2,94,"BS_6",22,1
"night",2,94,"BS_9",16,1
"night",2,95,"BS_1",14,1
"night",2,95,"BS_10",22,1
"night",2,95,"BS_11",7,1
"night",2,95,"BS_4",10,1
"night",2,95,"BS_5",10,1
"night",2,95,"BS_6",23,1
"night",2,95,"BS_9",14,1
"night",2,96,"BS_1",16,1
"night",2,96,"BS_10",21,1
"night",2,96,"BS_11",7,1
"night",2,96,"BS_4",9,1
"night",2,96,"BS_5",8,1
"night",2,96,"BS_6",26,1
"night",2,96,"BS_9",13,1
"night",2,97,"BS_1",16,1
"night",2,97,"BS_10",25,1
"night",2,97,"BS_11",7,1
"night",2,97,"BS_4",9,1
"night",2,97,"BS_5",8,1
"night",2,97,"BS_6",22,1
"night",2,97,"BS_9",13,1
"night",2,98,"BS_1",15,1
"night",2,98,"BS_10",26,1
"night",2,98,"BS_11",8,1
"night",2,98,"BS_4",8,1
"night",2,98,"BS_5",7,1
"night",2,98,"BS_6",22,1
"night",2,98,"BS_9",14,1
"night",2,99,"BS_1",16,1
"night",2,99,"BS_10",22,1
"night",2,99,"BS_11",11,1
"night",2,99,"BS_4",7,1
"night",2,99,"BS_5",5,1
"night",2,99,"BS_6",24,1
"night",2,99,"BS_9",15,1
"night",2,100,"BS_1",16,1
"night",2,100,"BS_10",21,1
"night",2,100,"BS_11",10,1
"night",2,100,"BS_4",7,1
"night",2,100,"BS_5",4,1
"night",2,100,"BS_6",28,1
"night",2,100,"BS_9",14,1
"night",2,101,"BS_1",16,1
"night",2,101,"BS_10",21,1
"night",2,101,"BS_11",9,1
"night",2,101,"BS_4",7,1
"night",2,101,"BS_5",5,1
"night",2,101,"BS_6",27,1
"night",2,101,"BS_9",15,1
"night",2,102,"BS_1",18,1
"night",2,102,"BS_10",20,1
"night",2,102,"BS_11",10,1
"night",2,102,"BS_4",6,1
"night",2,102,"BS_5",5,1
"night",2,102,"BS_6",27,1
"night",2,102,"BS_9",14,1
"night",2,103,"BS_1",16,1
"night",2,103,"BS_10",23,1
"night",2,103,"BS_11",10,1
"night",2,103,"BS_4",7,1
"night",2,103,"BS_5",4,1
"night",2,103,"BS_6",27,1
"night",2,103,"BS_9",13,1
"night",2,104,"BS_1",18,1
"night",2,104,"BS_10",26,1
"night",2,104,"BS_11",11,1
"night",2,104,"BS_4",7,1
"night",2,104,"BS_5",3,1
"night",2,104,"BS_6",23,1
"night",2,104,"BS_9",12,1
"night",2,105,"BS_1",18,1
"night",2,105,"BS_10",28,1
"night",2,105,"BS_11",12,1
"night",2,105,"BS_4",6,1
"night",2,105,"BS_5",4,1
"night",2,105,"BS_6",21,1
"night",2,105,"BS_9",11,1
"night",2,106,"BS_1",17,1
"night",2,106,"BS_10",24,1
"night",2,106,"BS_11",13,1
"night",2,106,"BS_4",6,1
"night",2,106,"BS_5",4,1
"night",2,106,"BS_6",22,1
"night",2,106,"BS_9",14,1
"night",2,107,"BS_1",15,1
"night",2,107,"BS_10",25,1
"night",2,107,"BS_11",13,1
"night",2,107,"BS_4",6,1
"night",2,107,"BS_5",4,1
"night",2,107,"BS_6",22,1
"night",2,107,"BS_9",15,1
"night",2,108,"BS_1",13,1
"night",2,108,"BS_10",23,1
"night",2,108,"BS_11",13,1
"night",2,108,"BS_4",7,1
"night",2,108,"BS_5",6,1
"night",2,108,"BS_6",22,1
"night",2,108,"BS_9",16,1
"night",2,109,"BS_1",14,1
"night",2,109,"BS_10",21,1
"night",2,109,"BS_11",13,1
"night",2,109,"BS_4",8,1
"night",2,109,"BS_5",8,1
"night",2,109,"BS_6",21,1
"night",2,109,"BS_9",15,1
"night",2,110,"BS_1",11,1
"night",2,110,"BS_10",22,1
"night",2,110,"BS_11",14,1
"night",2,110,"BS_4",9,1
"night",2,110,"BS_5",8,1
"night",2,110,"BS_6",22,1
"night",2,110,"BS_9",14,1
"night",2,111,"BS_1",13,1
"night",2,111,"BS_10",20,1
"night",2,111,"BS_11",14,1
"night",2,111,"BS_4",10,1
"night",2,111,"BS_5",6,1
"night",2,111,"BS_6",24,1
"night",2,111,"BS_9",13,1
"night",2,112,"BS_1",14,1
"night",2,112,"BS_10",20,1
"night",2,112,"BS_11",14,1
"night",2,112,"BS_4",10,1
"night",2,112,"BS_5",6,1
"night",2,112,"BS_6",24,1
"night",2,112,"BS_9",12,1
"night",2,113,"BS_1",16,1
"night",2,113,"BS_10",20,1
"night",2,113,"BS_11",14,1
"night",2,113,"BS_4",10,1
"night",2,113,"BS_5",6,1
"night",2,113,"BS_6",22,1
"night",2,113,"BS_9",12,1
"night",2,114,"BS_1",14,1
"night",2,114,"BS_10",22,1
"night",2,114,"BS_11",14,1
"night",2,114,"BS_4",9,1
"night",2,114,"BS_5",6,1
"night",2,114,"BS_6",24,1
"night",2,114,"BS_9",11,1
"night",2,115,"BS_1",17,1
"night",2,115,"BS_10",22,1
"night",2,115,"BS_11",13,1
"night",2,115,"BS_4",7,1
"night",2,115,"BS_5",7,1
"night",2,115,"BS_6",23,1
"night",2,115,"BS_9",11,1
"night",2,116,"BS_1",14,1
"night",2,116,"BS_10",22,1
"night",2,116,"BS_11",12,1
"night",2,116,"BS_4",9,1
"night",2,116,"BS_5",7,1
"night",2,116,"BS_6",24,1
"night",2,116,"BS_9",12,1
