"period_label","period_hour","time_offset_sec","serving_bs_id","users","mean_move_distance_m","mean_dist_to_serving_bs_m"
"peak",16,13,"BS_8",4,1.17429560231941,56.674455763097
"peak",16,13,"BS_9",7,1.022091940781,72.3206572617701
"peak",16,14,"BS_1",12,1.04985613445882,52.9379873926194
"peak",16,14,"BS_10",9,1.23461618962733,66.9854949646096
"peak",16,14,"BS_11",12,1.24656494505567,51.6200057061061
"peak",16,14,"BS_2",11,1.09995478403546,50.0959515096564
"peak",16,14,"BS_3",5,0.923236976902272,43.4161668176079
"peak",16,14,"BS_4",11,0.893655057283803,54.695778356136
"peak",16,14,"BS_5",11,1.26828554914162,57.5472805681504
"peak",16,14,"BS_6",14,1.05908973018739,50.2168582967077
"peak",16,14,"BS_7",4,1.09154396449647,45.0332515851589
"peak",16,14,"BS_8",4,1.16219061789215,57.1081357964713
"peak",16,14,"BS_9",7,1.36438384317799,72.7740929265738
"peak",16,15,"BS_1",12,1.27735430371557,53.0185347861942
"peak",16,15,"BS_10",9,1.25731694251537,66.6295713367932
"peak",16,15,"BS_11",12,1.29506389365998,51.2075308819238
"peak",16,15,"BS_2",11,1.21249771556291,50.035619346838
"peak",16,15,"BS_3",5,1.22688804147239,43.723557905618
"peak",16,15,"BS_4",11,1.18477958384979,55.0265606407301
"peak",16,15,"BS_5",11,1.06296043482802,57.9367262693173
"peak",16,15,"BS_6",14,1.30651232870264,50.2615415256251
"peak",16,15,"BS_7",4,1.05363512793548,45.0453999903405
"peak",16,15,"BS_8",4,1.37875547926787,56.906594705875
"peak",16,15,"BS_9",7,1.24832957097083,71.9198454514305
"peak",16,16,"BS_1",12,1.31852063700042,52.4995860304742
"peak",16,16,"BS_10",9,1.17857433835614,66.8618431321757
"peak",16,16,"BS_11",12,1.28746954764171,51.5326645727329
"peak",16,16,"BS_2",11,1.26410166144088,49.8134963148491
"peak",16,16,"BS_3",5,1.28752858462988,44.3922349604271
"peak",16,16,"BS_4",11,1.04355442379251,55.1369614470999
"peak",16,16,"BS_5",11,1.20821602219312,57.6459612470865
"peak",16,16,"BS_6",14,1.0723904883862,50.1417248372524
"peak",16,16,"BS_7",4,0.891553552596037,45.2956455441209
"peak",16,16,"BS_8",4,1.33939368076243,56.5067753937653
"peak",16,16,"BS_9",7,1.28843141740953,71.6530310600853
"peak",16,17,"BS_1",12,1.09764243521784,52.6455053410152
"peak",16,17,"BS_10",9,1.11301205920617,67.1986586868753
"peak",16,17,"BS_11",12,1.06891122192575,51.651196408239
"peak",16,17,"BS_2",11,0.935685576537151,50.2405326224735
"peak",16,17,"BS_3",5,1.21395929176587,44.8767315847681
"peak",16,17,"BS_4",11,1.17976166887543,55.3770691379269
"peak",16,17,"BS_5",11,1.15114382769376,57.7815703422552
"peak",16,17,"BS_6",14,1.00878861668563,50.2029232651329
"peak",16,17,"BS_7",4,0.984832870627126,45.5111658159066
"peak",16,17,"BS_8",4,1.22176092453106,56.5882301963576
"peak",16,17,"BS_9",7,1.16517203773734,71.7972115791652
"peak",16,18,"BS_1",12,1.40305346793312,52.9353931007896
"peak",16,18,"BS_10",9,1.080348209335,67.6121393677709
"peak",16,18,"BS_11",12,1.35095255397433,52.12359730148
"peak",16,18,"BS_2",11,1.33977620632325,50.3364915702746
"peak",16,18,"BS_3",5,0.954105043761186,45.0548601598644
"peak",16,18,"BS_4",11,0.851259253430714,55.5140790608191
"peak",16,18,"BS_5",11,1.11231851453658,57.7585689243642
"peak",16,18,"BS_6",14,1.38578383259408,50.0049953549764
"peak",16,18,"BS_7",4,1.39678476862306,45.0890148237438
"peak",16,18,"BS_8",4,1.63242614536885,56.0398321520269
"peak",16,18,"BS_9",7,1.15577634268854,72.4136395268735
"peak",16,19,"BS_1",12,1.33609534785739,52.7085426720222
"peak",16,19,"BS_10",9,1.02621062446342,67.6221563419881
"peak",16,19,"BS_11",12,1.0748762121611,51.9483585284567
"peak",16,19,"BS_2",11,1.46978338454036,50.4715309415084
"peak",16,19,"BS_3",5,1.05462975433482,45.5640577330998
"peak",16,19,"BS_4",11,1.46791874355708,55.5235297014148
"peak",16,19,"BS_5",11,1.2759917897346,57.7282634960071
"peak",16,19,"BS_6",14,1.08061804856429,49.5027823291803
"peak",16,19,"BS_7",4,1.36964244315545,45.5345109741642
"peak",16,19,"BS_8",4,0.933179056571445,56.3605457161802
"peak",16,19,"BS_9",7,1.21903981447412,72.7700629998058
"peak",16,20,"BS_1",12,1.37016176661783,52.7009432480974
"peak",16,20,"BS_10",9,1.23705646551257,68.0403170952108
"peak",16,20,"BS_11",12,1.0747105612851,51.5451190187249
"peak",16,20,"BS_2",11,1.38569684383254,50.271319649064
"peak",16,20,"BS_3",5,1.02412753192574,46.1917278109616
"peak",16,20,"BS_4",11,1.34159997443933,55.478150286776
"peak",16,20,"BS_5",11,1.18709401604135,57.7470213273638
"peak",16,20,"BS_6",14,1.29734609255309,49.5472500587122
"peak",16,20,"BS_7",4,1.28885229998986,45.7457993525927
"peak",16,20,"BS_8",4,1.31996989059278,56.7322608173556
"peak",16,20,"BS_9",7,1.60435882094734,72.4853488639684
"peak",16,21,"BS_1",12,1.17749185924731,52.6527600331897
"peak",16,21,"BS_10",9,1.20710628142027,67.7351978898117
"peak",16,21,"BS_11",12,1.36055255424286,51.4277273490293
"peak",16,21,"BS_2",11,1.07333887632805,50.4237892770347
"peak",16,21,"BS_3",5,1.02611107029075,46.3613824047734
"peak",16,21,"BS_4",11,1.25104670356722,56.0138685880067
"peak",16,21,"BS_5",11,1.08117371305927,58.3287776852137
"peak",16,21,"BS_6",14,1.25618991519812,49.6356437211435
"peak",16,21,"BS_7",4,0.861241526802257,45.7574502227416
"peak",16,21,"BS_8",4,1.05744799298932,57.0954156407791
"peak",16,21,"BS_9",7,1.32211404047088,72.3516078931185
"peak",16,22,"BS_1",12,1.05407651926737,52.547626072977
"peak",16,22,"BS_10",9,1.32016580924241,67.6711900105534
"peak",16,22,"BS_11",12,1.16839267283621,51.2212311331659
"peak",16,22,"BS_2",11,0.949389657037683,50.8247651501745
"peak",16,22,"BS_3",5,1.0452018955626,46.6159843527297
"peak",16,22,"BS_4",11,1.09721307093089,55.8626113625089
"peak",16,22,"BS_5",11,1.11457411325754,57.8971338834317
"peak",16,22,"BS_6",14,1.32012805929726,49.3086066155216
"peak",16,22,"BS_7",4,1.27195635393361,45.1488885340853
"peak",16,22,"BS_8",4,0.949957491769363,57.4202130843536
"peak",16,22,"BS_9",7,1.43627573522576,72.5090541676125
"peak",16,23,"BS_1",12,1.20886542326349,52.6470643955656
"peak",16,23,"BS_10",9,1.03852799257978,67.5394330440748
"peak",16,23,"BS_11",12,1.13430303718907,51.5856684049577
"peak",16,23,"BS_2",11,1.02281180261165,50.973607763783
"peak",16,23,"BS_3",5,0.939980595142413,46.3630418182947
"peak",16,23,"BS_4",11,1.10645785614972,55.935350210912
"peak",16,23,"BS_5",11,1.07780566949653,57.7653519630871
"peak",16,23,"BS_6",14,1.20373272168568,49.1655133128739
"peak",16,23,"BS_7",4,1.35336957293989,45.4455000847678
"peak",16,23,"BS_8",4,1.02847940209615,57.1036161250248
"peak",16,23,"BS_9",7,0.958180813131487,72.7084330291034
"peak",16,24,"BS_1",13,1.18048989525085,53.9916444817685
"peak",16,24,"BS_10",9,1.59414074674065,67.0936183383113
"peak",16,24,"BS_11",12,1.27060981491001,51.8342560824693
"peak",16,24,"BS_2",11,1.21706033967579,51.2051530408136
"peak",16,24,"BS_3",5,1.40860391270153,46.0310281684777
"peak",16,24,"BS_4",11,1.14882647336243,56.3675032191834
"peak",16,24,"BS_5",11,1.12467068553226,57.748099493554
"peak",16,24,"BS_6",13,1.30346922669856,47.1761667347692
"peak",16,24,"BS_7",4,0.874964247983651,46.0082077665498
"peak",16,24,"BS_8",4,1.43826592048741,57.6700905084452
"peak",16,24,"BS_9",7,1.35322327607621,72.6700875201943
"peak",16,25,"BS_1",13,1.22842261702415,54.2155325172817
"peak",16,25,"BS_10",9,1.21934306000053,67.2902451849437
"peak",16,25,"BS_11",12,1.0495267074728,51.7905177033254
"peak",16,25,"BS_2",11,1.02091981346407,51.5418718656795
"peak",16,25,"BS_3",5,1.10260949723517,46.2770881977756
"peak",16,25,"BS_4",11,1.15347238701475,56.4321057474688
"peak",16,25,"BS_5",11,1.33469585170522,57.9412963961828
"peak",16,25,"BS_6",13,1.34161843158438,46.9540442820396
"peak",16,25,"BS_7",4,1.21623165057787,46.1359859731444
"peak",16,25,"BS_8",4,1.6241298793896,58.3400037932839
"peak",16,25,"BS_9",7,0.92728905209659,72.610650088419
"peak",16,26,"BS_1",13,1.20208647419191,54.1816230929762
"peak",16,26,"BS_10",9,1.32407759649399,67.2555661332173
"peak",16,26,"BS_11",12,1.07298320204017,51.7430792643032
"peak",16,26,"BS_2",11,0.911227325743619,51.5582681748296
"peak",16,26,"BS_3",5,1.35033411913737,45.4654444857835
"peak",16,26,"BS_4",11,0.963721585100496,56.2625006313274
"peak",16,26,"BS_5",11,1.36254683142055,58.5203546680708
"peak",16,26,"BS_6",13,1.22934441287236,47.1321533590952
"peak",16,26,"BS_7",4,1.29047276837538,45.2547007058012
"peak",16,26,"BS_8",4,0.833959175779768,58.4263610438432
"peak",16,26,"BS_9",7,1.17950174236931,72.3696360947235
"peak",16,27,"BS_1",13,1.35136675427594,53.9841342918856
"peak",16,27,"BS_10",9,1.03581198630433,67.0690258239899
"peak",16,27,"BS_11",12,1.43464010892346,51.724444381131
"peak",16,27,"BS_2",11,1.36355120663484,51.1893814909725
"peak",16,27,"BS_3",5,0.943769523826382,45.5150891971612
"peak",16,27,"BS_4",11,1.18495588666295,56.2098302529808
"peak",16,27,"BS_5",11,1.20277935590469,58.4319756044353
"peak",16,27,"BS_6",13,1.20341474067935,46.8754312556242
"peak",16,27,"BS_7",4,1.30225017741871,45.3989850852566
"peak",16,27,"BS_8",4,1.12065102572193,58.4569481108379
"peak",16,27,"BS_9",7,1.28001144361265,72.1945728392767
"peak",16,28,"BS_1",13,1.27232703710626,54.4067069094
"peak",16,28,"BS_10",9,1.20058828710022,66.9374490853951
"peak",16,28,"BS_11",12,1.48449251697164,51.7284088743017
"peak",16,28,"BS_2",11,1.34752850466501,51.1687384559196
"peak",16,28,"BS_3",5,1.05471594066202,45.6963717456871
"peak",16,28,"BS_4",11,1.09578924002343,56.1990011536931
"peak",16,28,"BS_5",11,1.21092815269658,58.4826149345413
"peak",16,28,"BS_6",13,1.01796010047114,46.9213380400733
"peak",16,28,"BS_7",4,1.40654282265061,44.9632177613137
"peak",16,28,"BS_8",4,1.14701179487554,58.7112466689244
"peak",16,28,"BS_9",7,1.12693018779841,72.0893932860486
"peak",16,29,"BS_1",12,1.31782491853819,53.1336913764853
"peak",16,29,"BS_10",9,1.13029218021356,67.2506877417969
"peak",16,29,"BS_11",12,1.19965465598811,51.6234288809568
"peak",16,29,"BS_2",11,1.36243046023234,50.9585439399454
"peak",16,29,"BS_3",5,1.20552151326545,45.4852400750576
"peak",16,29,"BS_4",11,1.20973576250824,55.9394641593715
"peak",16,29,"BS_5",11,1.32556574201465,58.123875172429
"peak",16,29,"BS_6",14,1.32711083503435,48.9981494320756
"peak",16,29,"BS_7",4,1.53007969397427,45.2496566621422
"peak",16,29,"BS_8",4,1.43292732388509,58.6654514228631
"peak",16,29,"BS_9",7,1.12251784011555,72.1641144029229
"peak",16,30,"BS_1",13,1.37788407622802,54.6879728251858
"peak",16,30,"BS_10",9,0.910552029817866,67.7483352614857
"peak",16,30,"BS_11",12,1.26729487265835,51.949788776316
"peak",16,30,"BS_2",11,1.07899470113959,50.8446940644323
"peak",16,30,"BS_3",5,1.27773715333422,45.1559007659289
"peak",16,30,"BS_4",11,1.2190070418257,56.1246998614119
"peak",16,30,"BS_5",11,0.946184206159028,58.257364805544
"peak",16,30,"BS_6",13,0.963278966247601,47.2418564018771
"peak",16,30,"BS_7",4,1.23779768255536,45.8483548605089
"peak",16,30,"BS_8",4,1.49703305954353,58.4478459691422
"peak",16,30,"BS_9",7,1.21959347525784,72.0414592353087
"peak",16,31,"BS_1",13,1.44398605360116,55.2585456171703
"peak",16,31,"BS_10",9,0.990491396982671,67.4921516482318
"peak",16,31,"BS_11",12,1.12044902884045,51.9080394599682
"peak",16,31,"BS_2",11,1.30142193511689,50.7305389292756
"peak",16,31,"BS_3",5,1.37191403990213,44.9803570326314
"peak",16,31,"BS_4",11,1.33945445980943,56.904945335589
"peak",16,31,"BS_5",11,1.09123072289009,58.3015840637252
"peak",16,31,"BS_6",13,1.03210312601189,47.5433424040119
"peak",16,31,"BS_7",4,1.48029234691237,46.9784069936037
"peak",16,31,"BS_8",4,1.06704186097739,58.5898487770703
"peak",16,31,"BS_9",7,1.03487889398854,72.3426708973544
"peak",16,32,"BS_1",13,1.21511907738468,55.1707620602365
"peak",16,32,"BS_10",9,1.07192238225369,67.3487242889847
"peak",16,32,"BS_11",12,1.16308266972024,52.0196954444797
"peak",16,32,"BS_2",10,1.35633608648301,50.8051170710679
"peak",16,32,"BS_3",5,1.54341494498024,44.9372968998178
"peak",16,32,"BS_4",11,1.0770302145983,57.0447171715226
"peak",16,32,"BS_5",11,1.45846363488986,58.3986865935749
"peak",16,32,"BS_6",13,1.0616318230728,47.0880311565389
"peak",16,32,"BS_7",5,1.26223778766839,46.2900050510537
"peak",16,32,"BS_8",4,1.88847132576304,58.5220134169526
"peak",16,32,"BS_9",7,1.14249121635056,72.3803459806538
"peak",16,33,"BS_1",12,1.13030445343491,54.2760317794573
"peak",16,33,"BS_10",9,1.33414595571936,67.1804872523849
"peak",16,33,"BS_11",12,1.27403322904409,52.1607743332712
"peak",16,33,"BS_2",10,1.05575565209314,51.1716859626307
"peak",16,33,"BS_3",5,1.19007198987486,44.857671253842
"peak",16,33,"BS_4",11,1.35779892760406,57.0414903342936
"peak",16,33,"BS_5",11,0.946404192578271,58.0789220747425
"peak",16,33,"BS_6",14,1.33293117082911,48.5971896619942
"peak",16,33,"BS_7",5,1.13219881901286,46.6079044376051
"peak",16,33,"BS_8",4,0.57014331209777,58.7542635691797
"peak",16,33,"BS_9",7,1.14355084201463,73.1236320306177
"peak",16,34,"BS_1",12,1.05644009380886,54.6832304793845
"peak",16,34,"BS_10",9,1.51941462180917,67.2843105656994
"peak",16,34,"BS_11",12,1.18429928927595,52.1733828557418
"peak",16,34,"BS_2",10,1.41111950874516,51.2202839413173
"peak",16,34,"BS_3",5,1.69955318187878,45.1632008876423
"peak",16,34,"BS_4",11,1.14822172186502,56.6776991684618
"peak",16,34,"BS_5",11,1.06119052439937,58.06970708491
"peak",16,34,"BS_6",14,1.27571951598565,48.7613474453254
"peak",16,34,"BS_7",5,1.42731967674883,47.3661314962808
"peak",16,34,"BS_8",4,1.09992635410997,59.3968727954693
"peak",16,34,"BS_9",7,1.04326451740814,73.0826277132652
"peak",16,35,"BS_1",12,1.0591286897647,54.6020726052357
"peak",16,35,"BS_10",9,1.29134269930629,67.4200262709364
"peak",16,35,"BS_11",12,1.34958825474136,51.4264132133696
"peak",16,35,"BS_2",11,1.06713321774989,51.0900681999941
"peak",16,35,"BS_3",5,1.11934206387715,45.5004724897117
"peak",16,35,"BS_4",11,1.2241214942769,56.5675412141446
"peak",16,35,"BS_5",11,1.18168455934029,57.9888864944522
"peak",16,35,"BS_6",14,1.35027249346533,48.7650352570787
"peak",16,35,"BS_7",4,1.41871822379925,47.1267750562693
"peak",16,35,"BS_8",4,0.927964866779933,59.0703266817819
"peak",16,35,"BS_9",7,1.02706453373966,72.7193128135476
"peak",16,36,"BS_1",12,1.06084719223014,54.1269168223123
"peak",16,36,"BS_10",9,1.09000185436481,66.8539049631382
"peak",16,36,"BS_11",12,1.22685839962241,51.8310014116497
"peak",16,36,"BS_2",11,1.08893968564326,51.0172486819106
"peak",16,36,"BS_3",5,1.22898974728722,45.9295209295315
"peak",16,36,"BS_4",11,1.09515838281705,56.2632512473676
"peak",16,36,"BS_5",11,1.2148309700684,58.2867205890836
"peak",16,36,"BS_6",14,1.47974827742543,48.2127735273529
"peak",16,36,"BS_7",4,1.53073776971759,47.196583121059
"peak",16,36,"BS_8",4,1.43236153183553,60.3952598961915
"peak",16,36,"BS_9",7,1.24550742612046,72.706083853974
"peak",16,37,"BS_1",12,1.19605885075936,54.6770060941322
"peak",16,37,"BS_10",9,1.21874207364886,66.7393174862884
"peak",16,37,"BS_11",12,1.04566584338412,51.7269710188158
"peak",16,37,"BS_2",11,1.19151356489242,50.8184531327315
"peak",16,37,"BS_3",5,1.39920784048309,46.1094168341918
"peak",16,37,"BS_4",11,0.925895842107547,56.1789157282905
"peak",16,37,"BS_5",11,1.09762158461603,58.3758202480725
"peak",16,37,"BS_6",14,1.1211699878291,48.3091840040952
"peak",16,37,"BS_7",4,0.730414123542311,47.8823771080572
"peak",16,37,"BS_8",4,1.41987710436479,59.7569658838851
"peak",16,37,"BS_9",7,1.02515411539018,72.3243681395178
"peak",16,38,"BS_1",13,1.10876973328075,55.090569805634
"peak",16,38,"BS_10",10,1.0585762634678,65.8631408428769
"peak",16,38,"BS_11",12,1.2971214437767,51.7479184032607
"peak",16,38,"BS_2",10,1.04168693009708,50.6875241026717
"peak",16,38,"BS_3",5,0.728117568580426,45.6919876406611
"peak",16,38,"BS_4",11,0.917169078293701,56.3415871171086
"peak",16,38,"BS_5",10,1.24302938713388,57.9667512172253
"peak",16,38,"BS_6",13,1.15269347394823,47.3204835114386
"peak",16,38,"BS_7",5,1.1973401352173,49.4342516823808
"peak",16,38,"BS_8",4,1.50174148206328,60.2017571038603
"peak",16,38,"BS_9",7,1.39941334197089,72.2084188002578
"peak",16,39,"BS_1",12,1.27128048125498,53.7623526877519
"peak",16,39,"BS_10",9,1.25862561461351,66.5523640587229
"peak",16,39,"BS_11",12,1.36227780268834,52.3509054397051
"peak",16,39,"BS_2",11,1.13919959032904,50.6078812970231
"peak",16,39,"BS_3",5,1.31233631116399,44.9915982765225
"peak",16,39,"BS_4",11,1.06696264058827,56.5531180781211
